Id;Titol;Autor;AnyCreacio;Etiquetes;RutaFitxer;Resolucio;FrameRate;DuradaSegons;Director;ClassificacioEdat
1306368;El botí;Quentin Tarantino;2026;DireccióArtística|Etalonatge|GuióCinematogràfic;https://api.themoviedb.org/3/movie//eZo31Dhl5BQ6GfbMNf3oU0tUvPZ.jpg/images?language=ca-ES;1080p;60;5400;Quentin Tarantino;TP
1234731;Anaconda;Martin Scorsese;2025;Interpretació|MuntatgeFinal|Etalonatge;https://api.themoviedb.org/3/movie//qxMv3HwAB3XPuwNLMhVRg795Ktp.jpg/images?language=ca-ES;8K;60;6300;Martin Scorsese;TP
858024;Hamnet;Christopher Nolan;2026;GuióCinematogràfic;https://api.themoviedb.org/3/movie//vbeyOZm2bvBXcbgPD3v6o94epPX.jpg/images?language=ca-ES;8K;30;9000;Christopher Nolan;TP
1043197;Dust Bunny;Christopher Nolan;2026;DissenyDeProducció;https://api.themoviedb.org/3/movie//vobigFZFvbYPf6ElYJu07P9rH8C.jpg/images?language=ca-ES;720p;30;6300;Christopher Nolan;TP
1167307;David;James Cameron;2026;Continuïtat|NarrativaVisual|DissenyDeProducció;https://api.themoviedb.org/3/movie//bESlrLOrsQ9gKzaGQGHXKOyIUtX.jpg/images?language=ca-ES;720p;24;8100;James Cameron;TP
1316092;“Wuthering Heights”;Christopher Nolan;2026;Interpretació|DireccióArtística|DissenyDeProducció;https://api.themoviedb.org/3/movie//ywRO5dyE8RyyXJd6cvd69jLZeic.jpg/images?language=ca-ES;1080p;25;9000;Christopher Nolan;TP
1373198;Twisted;Quentin Tarantino;2026;;https://api.themoviedb.org/3/movie//rF6txsM6cgF9vg6Ra5sNbkvUwrw.jpg/images?language=ca-ES;4K;30;9000;Quentin Tarantino;TP
1311031;Guardians de la nit: La fortalesa infinita;Steven Spielberg;2025;DireccióDeFotografia|BandaSonoraOriginal|DissenyDeProducció;https://api.themoviedb.org/3/movie//qg61e0UmzgF3f9XEg90q6TuwEbC.jpg/images?language=ca-ES;1080p;60;6300;Steven Spielberg;TP
1198984;We Bury the Dead;Steven Spielberg;2025;DissenyDeProducció|GuióCinematogràfic;https://api.themoviedb.org/3/movie//xZqo0yPARmyF8TACVNyaOACkYWG.jpg/images?language=ca-ES;720p;24;7200;Steven Spielberg;TP
1290821;Shelter;Christopher Nolan;2026;SoDirecte|EfectesEspecials;https://api.themoviedb.org/3/movie//903mfuYcAEC20o52mxOMAkCCS3M.jpg/images?language=ca-ES;8K;25;8100;Christopher Nolan;TP
1528660;Holy Ghost;James Cameron;2025;GuióCinematogràfic|MuntatgeFinal;https://api.themoviedb.org/3/movie//z1lwn6GWAjJ7CSn80ZcURb0Cj4G.jpg/images?language=ca-ES;8K;60;5400;James Cameron;TP
1198994;Send Help;James Cameron;2026;DissenyDeProducció|DireccióArtística|BandaSonoraOriginal;https://api.themoviedb.org/3/movie//mlV70IuchLZXcXKowjwSpSfdfUB.jpg/images?language=ca-ES;1080p;24;9000;James Cameron;TP
1242501;Icefall;Quentin Tarantino;2025;DireccióArtística|EfectesEspecials|NarrativaVisual|MuntatgeFinal;https://api.themoviedb.org/3/movie//5Byv6nznAb2Izd0gHpODOXnuSbo.jpg/images?language=ca-ES;720p;30;9000;Quentin Tarantino;TP
991494;Bob Esponja: Una aventura pirata;Martin Scorsese;2025;SoDirecte|DireccióArtística;https://api.themoviedb.org/3/movie//ekoa19WuVm25CXV8vulRH8C9f7a.jpg/images?language=ca-ES;1080p;60;8100;Martin Scorsese;TP
1194388;Vari;Steven Spielberg;2024;Continuïtat;https://api.themoviedb.org/3/movie//t6hPGT2hGxn4E5VMWjEiLjkGNzt.jpg/images?language=ca-ES;720p;60;6300;Steven Spielberg;TP
425274;Ara em veus 3;Steven Spielberg;2025;SoDirecte|GuióCinematogràfic|DireccióArtística|Interpretació;https://api.themoviedb.org/3/movie//oD3Eey4e4Z259XLm3eD3WGcoJAh.jpg/images?language=ca-ES;4K;60;7200;Steven Spielberg;TP
24428;Els Venjadors;Martin Scorsese;2012;BandaSonoraOriginal|DireccióDeFotografia|Continuïtat;https://api.themoviedb.org/3/movie//RYMX2wcKCBAr24UyPD7xwmjaTn.jpg/images?language=ca-ES;1080p;60;9000;Martin Scorsese;TP
1212742;La llei de la Jenny Pen;James Cameron;2024;BandaSonoraOriginal|MuntatgeFinal|DissenyDeProducció|Continuïtat|Etalonatge;https://api.themoviedb.org/3/movie//8K9EVBS7AuaUW0SYWKzXxUkBIPd.jpg/images?language=ca-ES;8K;25;8100;James Cameron;TP
1297842;Com cabres;Quentin Tarantino;2026;Etalonatge;https://api.themoviedb.org/3/movie//snPQInXBVh0U4AyprKEMNnvpTt2.jpg/images?language=ca-ES;4K;60;7200;Quentin Tarantino;TP
1252037;Der Tiger;James Cameron;2026;Interpretació|DireccióDeFotografia|Etalonatge;https://api.themoviedb.org/3/movie//7ldq7avLKfNWE3Je0EVO6ZJSBIF.jpg/images?language=ca-ES;1080p;30;6300;James Cameron;TP
1171145;Crime 101;Martin Scorsese;2026;DireccióArtística|EfectesEspecials|Interpretació;https://api.themoviedb.org/3/movie//2HoR2x23bqKpopluoBD1FH3tBi7.jpg/images?language=ca-ES;8K;30;7200;Martin Scorsese;TP
1408208;Exit 8;James Cameron;2025;DireccióDeFotografia;https://api.themoviedb.org/3/movie//b2lOJsOPwLNjdewjcXIVXqqx25b.jpg/images?language=ca-ES;720p;60;6300;James Cameron;TP
7451;Triple X;James Cameron;2002;GuióCinematogràfic|DireccióDeFotografia;https://api.themoviedb.org/3/movie//xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg/images?language=ca-ES;8K;25;6300;James Cameron;TP
1454741;The Confession;Quentin Tarantino;2026;DireccióDeFotografia;https://api.themoviedb.org/3/movie//7tmMQwSVVbijKV4lquYpBld3P9K.jpg/images?language=ca-ES;720p;60;5400;Quentin Tarantino;TP
1246049;Dracula;James Cameron;2025;MuntatgeFinal;https://api.themoviedb.org/3/movie//hCKkybW6EfSZoOW3xia9ZsQwaUd.jpg/images?language=ca-ES;720p;24;8100;James Cameron;TP
157336;Interstellar;Christopher Nolan;2014;;https://api.themoviedb.org/3/movie//gEU2QniE6E77NI6lCU6MxlNBvIx.jpg/images?language=ca-ES;720p;30;9000;Christopher Nolan;TP
680493;Return to Silent Hill;Martin Scorsese;2026;DireccióDeFotografia|GuióCinematogràfic|DissenyDeProducció;https://api.themoviedb.org/3/movie//fqAGFN2K2kDL0EHxvJaXzaMUkkt.jpg/images?language=ca-ES;4K;60;5400;Martin Scorsese;TP
1466115;오늘 밤, 세계에서 이 사랑이 사라진다 해도;Steven Spielberg;2026;DireccióDeFotografia|MuntatgeFinal;https://api.themoviedb.org/3/movie//bMA6E5cu1QUMehjBZOjWjqQjhey.jpg/images?language=ca-ES;4K;24;7200;Steven Spielberg;TP
803796;Les guerreres K-pop;Steven Spielberg;2025;;https://api.themoviedb.org/3/movie//zT7Lhw3BhJbMkRqm9Zlx2YGMsY0.jpg/images?language=ca-ES;4K;30;5400;Steven Spielberg;TP
628847;El narcopís;Quentin Tarantino;2025;BandaSonoraOriginal|Etalonatge;https://api.themoviedb.org/3/movie//rKy5fcKMPCju083v2TFwjHXlvoy.jpg/images?language=ca-ES;1080p;24;5400;Quentin Tarantino;TP
1054867;One Battle After Another;Steven Spielberg;2025;Etalonatge|NarrativaVisual|BandaSonoraOriginal|DireccióArtística|SoDirecte|GuióCinematogràfic;https://api.themoviedb.org/3/movie//lbBWwxBht4JFP5PsuJ5onpMqugW.jpg/images?language=ca-ES;4K;24;7200;Steven Spielberg;TP
575265;Missió: Impossible - Sentència final;Steven Spielberg;2025;DireccióArtística|DireccióDeFotografia|SoDirecte|NarrativaVisual|BandaSonoraOriginal;https://api.themoviedb.org/3/movie//z53D72EAOxGRqdr7KXXWp9dJiDe.jpg/images?language=ca-ES;720p;25;5400;Steven Spielberg;TP
1266990;Kulong;Steven Spielberg;2024;DireccióDeFotografia|Continuïtat;https://api.themoviedb.org/3/movie//bZ8xfM705sK59dA1UCdRkEj7LHN.jpg/images?language=ca-ES;4K;25;8100;Steven Spielberg;TP
1254754;¿Quién quiere casarse con un astronauta?;Christopher Nolan;2025;GuióCinematogràfic|EfectesEspecials|SoDirecte|Continuïtat|MuntatgeFinal|NarrativaVisual;https://api.themoviedb.org/3/movie//8kyqyI6mQmIVdLPRvIaFskVIcQW.jpg/images?language=ca-ES;8K;25;5400;Christopher Nolan;TP
1326878;Strangers;Christopher Nolan;2024;Interpretació|SoDirecte;https://api.themoviedb.org/3/movie//v6hYeC1asK2ZRU7Ygukn4tV1zlS.jpg/images?language=ca-ES;4K;25;5400;Christopher Nolan;TP
19995;Avatar;James Cameron;2009;DireccióArtística|MuntatgeFinal|NarrativaVisual|Etalonatge;https://api.themoviedb.org/3/movie//lOJpGm4E0oDNSqG4rlLJ0mRmgND.jpg/images?language=ca-ES;8K;60;6300;James Cameron;TP
1590097;Afterlight;Quentin Tarantino;2025;SoDirecte|Continuïtat|Etalonatge|DissenyDeProducció;https://api.themoviedb.org/3/movie//7bzMCW1E1sOWEbjVuQ8iRGrdpcw.jpg/images?language=ca-ES;8K;24;9000;Quentin Tarantino;TP
1548113;The Muppet Show;Martin Scorsese;2026;MuntatgeFinal;https://api.themoviedb.org/3/movie//tcwar1rL0neoLvnklL7DzYw7sN8.jpg/images?language=ca-ES;1080p;30;9000;Martin Scorsese;TP
238;El padrí;Steven Spielberg;1972;;https://api.themoviedb.org/3/movie//lIKmWs1UubEMLLdQiIme95IgUld.jpg/images?language=ca-ES;4K;24;6300;Steven Spielberg;TP
1364904;ผีใช้ได้ค่ะ;James Cameron;2025;;https://api.themoviedb.org/3/movie//8xbfTDgOtiFXDjTttbORoT93nIT.jpg/images?language=ca-ES;720p;25;8100;James Cameron;TP
1061474;Superman;Christopher Nolan;2025;EfectesEspecials|GuióCinematogràfic|NarrativaVisual|DireccióArtística;https://api.themoviedb.org/3/movie//wPLysNDLffQLOVebZQCbXJEv6E6.jpg/images?language=ca-ES;8K;60;8100;Christopher Nolan;TP
269149;Zootròpolis;Christopher Nolan;2016;DireccióDeFotografia|GuióCinematogràfic|EfectesEspecials|Continuïtat|MuntatgeFinal|DissenyDeProducció;https://api.themoviedb.org/3/movie//1qOUBFZaN1F3cJeeuC06CnWhNxI.jpg/images?language=ca-ES;4K;30;6300;Christopher Nolan;TP
1370814;The Plague;James Cameron;2026;Interpretació|GuióCinematogràfic|NarrativaVisual|DireccióDeFotografia;https://api.themoviedb.org/3/movie//b0RWuqzgvyfiIYU4QfgJHhmxZF4.jpg/images?language=ca-ES;4K;24;5400;James Cameron;TP
1511417;Bāhubali: The Epic;Steven Spielberg;2025;DireccióArtística;https://api.themoviedb.org/3/movie//z9YIo2qscyaXYgRqIdRJtND3bw8.jpg/images?language=ca-ES;720p;25;7200;Steven Spielberg;TP
1062722;Frankenstein;Steven Spielberg;2025;Etalonatge|DireccióDeFotografia|Interpretació|Continuïtat;https://api.themoviedb.org/3/movie//g4JtvGlQO7DByTI6frUobqvSL3R.jpg/images?language=ca-ES;720p;25;5400;Steven Spielberg;TP
1116201;Iron Lung;Christopher Nolan;2026;DireccióDeFotografia|DissenyDeProducció;https://api.themoviedb.org/3/movie//sIwakdbMGS1krtgendTWpxTY9Hw.jpg/images?language=ca-ES;8K;25;9000;Christopher Nolan;TP
1233413;Els pecadors;Martin Scorsese;2025;GuióCinematogràfic|Etalonatge|MuntatgeFinal|DissenyDeProducció|DireccióDeFotografia|DireccióArtística;https://api.themoviedb.org/3/movie//6xB2sLypENAgHHI6Yhs7IvxRq1C.jpg/images?language=ca-ES;720p;25;6300;Martin Scorsese;TP
299536;Venjadors: Infinity War;Quentin Tarantino;2018;BandaSonoraOriginal|GuióCinematogràfic|Interpretació|MuntatgeFinal|DireccióDeFotografia|Continuïtat;https://api.themoviedb.org/3/movie//7WsyChQLEftFiDOVTGkv3hFpyyt.jpg/images?language=ca-ES;4K;60;7200;Quentin Tarantino;TP
1196067;Worldbreaker;Quentin Tarantino;2025;GuióCinematogràfic|NarrativaVisual;https://api.themoviedb.org/3/movie//7K8w6mdrJp0oaSoKWGyjSZ4Zv2z.jpg/images?language=ca-ES;4K;24;9000;Quentin Tarantino;TP
1618945;Yoh! Bestie;Christopher Nolan;2026;Continuïtat|MuntatgeFinal|BandaSonoraOriginal|NarrativaVisual;https://api.themoviedb.org/3/movie//9wBzRaeWfELNOPmcvOVTmB3kDEl.jpg/images?language=ca-ES;720p;60;5400;Christopher Nolan;TP
76600;Avatar: El sentit de l'aigua;Martin Scorsese;2022;DireccióDeFotografia|BandaSonoraOriginal|MuntatgeFinal;https://api.themoviedb.org/3/movie//3acMb1aHq12dObTTk1ysqxqBuGW.jpg/images?language=ca-ES;720p;60;6300;Martin Scorsese;TP
1159559;Scream 7;Christopher Nolan;2026;GuióCinematogràfic|BandaSonoraOriginal|DissenyDeProducció|Interpretació;https://api.themoviedb.org/3/movie//jjyuk0edLiW8vOSnlfwWCCLpbh5.jpg/images?language=ca-ES;720p;30;9000;Christopher Nolan;TP
1010581;Culpa meva;Steven Spielberg;2023;MuntatgeFinal|GuióCinematogràfic|DireccióDeFotografia|Continuïtat|Etalonatge;https://api.themoviedb.org/3/movie//xPRYT98Vh1ZTkJ73EZdZ0lrEBtU.jpg/images?language=ca-ES;4K;25;9000;Steven Spielberg;TP
1412598;Killer Whale;Martin Scorsese;2026;DireccióDeFotografia|SoDirecte|Continuïtat|Etalonatge;https://api.themoviedb.org/3/movie//xC6zdIoIHjhOIFmjNyGgtzhuhiF.jpg/images?language=ca-ES;720p;60;9000;Martin Scorsese;TP
982843;대홍수;James Cameron;2025;EfectesEspecials|NarrativaVisual|SoDirecte|DireccióArtística|GuióCinematogràfic;https://api.themoviedb.org/3/movie//8SQWFPE6UhNGIMDimAOOg4T5Hem.jpg/images?language=ca-ES;4K;25;5400;James Cameron;TP
1272837;28 Years Later: The Bone Temple;Quentin Tarantino;2026;MuntatgeFinal|BandaSonoraOriginal|Etalonatge|EfectesEspecials|Continuïtat|DireccióArtística;https://api.themoviedb.org/3/movie//kK1BGkG3KAvWB0WMV1DfOx9yTMZ.jpg/images?language=ca-ES;4K;24;6300;Quentin Tarantino;TP
1228246;Five Nights at Freddy's 2;Martin Scorsese;2025;MuntatgeFinal|GuióCinematogràfic|DissenyDeProducció;https://api.themoviedb.org/3/movie//udAxQEORq2I5wxI97N2TEqdhzBE.jpg/images?language=ca-ES;8K;30;6300;Martin Scorsese;TP
666433;Power of Love;Christopher Nolan;2023;Continuïtat;https://api.themoviedb.org/3/movie//stlYNIAZr64bASwc3mD7RiILjqb.jpg/images?language=ca-ES;4K;25;6300;Christopher Nolan;TP
1291608;धुरंधर;Christopher Nolan;2025;DissenyDeProducció|Continuïtat|Interpretació;https://api.themoviedb.org/3/movie//8FHOtUpNIk5ZPEay2N2EY5lrxkv.jpg/images?language=ca-ES;1080p;24;6300;Christopher Nolan;TP
1131759;전지적 독자 시점;Christopher Nolan;2025;SoDirecte;https://api.themoviedb.org/3/movie//lWQRM7IOCyJT9E5kOnoUvZNELHQ.jpg/images?language=ca-ES;720p;25;5400;Christopher Nolan;TP
1234821;Jurassic World: El renéixer;Christopher Nolan;2025;SoDirecte|DireccióDeFotografia|GuióCinematogràfic;https://api.themoviedb.org/3/movie//3fp08wqXJAchSUjTmYZ5CvPTuDL.jpg/images?language=ca-ES;4K;60;7200;Christopher Nolan;TP
27205;Origen;Steven Spielberg;2010;Etalonatge|Continuïtat;https://api.themoviedb.org/3/movie//26lmnBU2IJL2iTstCbxOpMhnsZE.jpg/images?language=ca-ES;720p;30;5400;Steven Spielberg;TP
278;Cadena perpètua;Steven Spielberg;1995;DireccióArtística|Etalonatge|EfectesEspecials|GuióCinematogràfic|BandaSonoraOriginal|MuntatgeFinal;https://api.themoviedb.org/3/movie//4DUFGVxyTJdcyvD9zG40vNVUXhR.jpg/images?language=ca-ES;720p;30;8100;Steven Spielberg;TP
1218925;Chainsaw Man - La pel·lícula: L'arc de Reze;Quentin Tarantino;2025;;https://api.themoviedb.org/3/movie//A7J9KaSC3BYAqMoR0TKJXDbm0QX.jpg/images?language=ca-ES;720p;30;7200;Quentin Tarantino;TP
634649;Spider-Man: No Way Home;Martin Scorsese;2021;SoDirecte|DireccióDeFotografia|Etalonatge;https://api.themoviedb.org/3/movie//1g0dhYtq4irTY1GPXvft6k4YLjm.jpg/images?language=ca-ES;8K;25;7200;Martin Scorsese;TP
1397364;La grazia;Christopher Nolan;2026;;https://api.themoviedb.org/3/movie//d86ctnc1Kl9xZHJ1xBPcwTKmaGa.jpg/images?language=ca-ES;1080p;25;5400;Christopher Nolan;TP
911430;F1 La pel·lícula;Steven Spielberg;2025;SoDirecte|Continuïtat|EfectesEspecials|NarrativaVisual|BandaSonoraOriginal;https://api.themoviedb.org/3/movie//vqBmyAj0Xm9LnS1xe1MSlMAJyHq.jpg/images?language=ca-ES;4K;25;5400;Steven Spielberg;TP
1503900;Die'ced: Reloaded;James Cameron;2025;Continuïtat;https://api.themoviedb.org/3/movie//haFDZfpKszHq7DXvuQd5Zz7shQW.jpg/images?language=ca-ES;1080p;30;5400;James Cameron;TP
1241742;EKS;Martin Scorsese;2024;DireccióDeFotografia;https://api.themoviedb.org/3/movie//gcK3HgN6IHNOviXnX11W6aFLTGv.jpg/images?language=ca-ES;1080p;25;9000;Martin Scorsese;TP
155;El cavaller fosc;Christopher Nolan;2008;MuntatgeFinal|DireccióArtística|EfectesEspecials|DireccióDeFotografia;https://api.themoviedb.org/3/movie//9bXdD1aRrBumdpbqFg6JWz7jwp8.jpg/images?language=ca-ES;720p;25;9000;Christopher Nolan;TP
617126;Els Quatre Fantàstics: Primers passos;Martin Scorsese;2025;GuióCinematogràfic|Continuïtat|BandaSonoraOriginal|DireccióArtística|NarrativaVisual|MuntatgeFinal;https://api.themoviedb.org/3/movie//nf5qaSEvyYSNeFH0YhSs5EsBLX9.jpg/images?language=ca-ES;4K;60;5400;Martin Scorsese;TP
1033462;749局;James Cameron;2024;NarrativaVisual|SoDirecte|DissenyDeProducció;https://api.themoviedb.org/3/movie//8GOrx5xMI4YAKBGPvkBn7QFYxYd.jpg/images?language=ca-ES;4K;25;8100;James Cameron;TP
533533;TRON: Ares;Martin Scorsese;2025;Continuïtat|GuióCinematogràfic|Etalonatge|SoDirecte|Interpretació|NarrativaVisual;https://api.themoviedb.org/3/movie//chpWmskl3aKm1aTZqUHRCtviwPy.jpg/images?language=ca-ES;8K;24;7200;Martin Scorsese;TP
524047;Greenland;Steven Spielberg;2020;MuntatgeFinal;https://api.themoviedb.org/3/movie//bNo2mcvSwIvnx8K6y1euAc1TLVq.jpg/images?language=ca-ES;4K;24;6300;Steven Spielberg;TP
1387382;Hunting Season;Quentin Tarantino;2025;DireccióArtística;https://api.themoviedb.org/3/movie//cbryTyaWdqrKpQCw6K7zm2jrB5v.jpg/images?language=ca-ES;1080p;25;5400;Quentin Tarantino;TP
1456349;Un simple accident;Martin Scorsese;2025;DireccióDeFotografia|DissenyDeProducció;https://api.themoviedb.org/3/movie//fTJn25hcGp80z0O5KHp4NTsvSew.jpg/images?language=ca-ES;4K;25;7200;Martin Scorsese;TP
597;Titanic;James Cameron;1998;NarrativaVisual|DireccióArtística|Etalonatge|MuntatgeFinal;https://api.themoviedb.org/3/movie//9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg/images?language=ca-ES;720p;60;9000;James Cameron;TP
1223601;Sisu 2;Steven Spielberg;2025;GuióCinematogràfic|DireccióArtística|NarrativaVisual|SoDirecte|Continuïtat|Etalonatge;https://api.themoviedb.org/3/movie//vUiAm0jbrPgbUDCOhRKsvdT0u5h.jpg/images?language=ca-ES;1080p;25;7200;Steven Spielberg;TP
1475490;The Calling Witch;James Cameron;2026;;https://api.themoviedb.org/3/movie//q8o2NzIH4ze28NAVs1eRkejAJIk.jpg/images?language=ca-ES;720p;30;7200;James Cameron;TP
1491902;ปัง;Steven Spielberg;2025;;https://api.themoviedb.org/3/movie//8SUzKOqe2ectvhYdSnR7Vq2F3n1.jpg/images?language=ca-ES;4K;25;7200;Steven Spielberg;TP
1475637;Te protegerán mis alas;Martin Scorsese;2025;Continuïtat|Etalonatge|GuióCinematogràfic|DireccióDeFotografia|DireccióArtística;https://api.themoviedb.org/3/movie//4JgCz8ZUUsmsfAGhaMvDE2PUvIP.jpg/images?language=ca-ES;1080p;25;5400;Martin Scorsese;TP
980477;Ne Zha 2;Martin Scorsese;2025;GuióCinematogràfic|SoDirecte|BandaSonoraOriginal|Continuïtat|MuntatgeFinal;https://api.themoviedb.org/3/movie//jQqITEl0yfGoNufxkziT2azivEv.jpg/images?language=ca-ES;8K;25;7200;Martin Scorsese;TP
1214931;Nuremberg;Christopher Nolan;2025;Etalonatge|MuntatgeFinal|GuióCinematogràfic;https://api.themoviedb.org/3/movie//7cWTGH2svfNHWVRjsfKIBob9pDj.jpg/images?language=ca-ES;4K;30;9000;Christopher Nolan;TP
569094;Spider-Man: Creuant el Multivers;Steven Spielberg;2023;DissenyDeProducció|DireccióDeFotografia|Etalonatge|BandaSonoraOriginal|Continuïtat;https://api.themoviedb.org/3/movie//wbhY69ax3mq1UzGwHwaQcZxFE4S.jpg/images?language=ca-ES;4K;60;5400;Steven Spielberg;TP
1439112;Muzzle: City of Wolves;Steven Spielberg;2025;Etalonatge;https://api.themoviedb.org/3/movie//8qTMRmC07XCGidnKQFLbRM3FoDU.jpg/images?language=ca-ES;720p;60;7200;Steven Spielberg;TP
1097046;Baby Boy, Baby Girl;Christopher Nolan;2023;NarrativaVisual|SoDirecte;https://api.themoviedb.org/3/movie//cTi6t2F7i5MjhqRIEBjav6GJLfa.jpg/images?language=ca-ES;1080p;25;5400;Christopher Nolan;TP
122;El Senyor dels Anells: El retorn del rei;Christopher Nolan;2003;DireccióArtística|EfectesEspecials|Etalonatge;https://api.themoviedb.org/3/movie//6RkAVVodY2HB3CwPDymdYn98PB5.jpg/images?language=ca-ES;8K;25;6300;Christopher Nolan;TP
1087192;Com ensinistrar un drac;James Cameron;2025;Interpretació|GuióCinematogràfic;https://api.themoviedb.org/3/movie//g94GcgHzZWWLB7gpcC00ReQSZrE.jpg/images?language=ca-ES;8K;60;5400;James Cameron;TP
1429605;F Valentine's Day;Martin Scorsese;2026;BandaSonoraOriginal|NarrativaVisual|MuntatgeFinal;https://api.themoviedb.org/3/movie//8zPExowfpfZOTpS1W4J7G27lH4H.jpg/images?language=ca-ES;720p;25;6300;Martin Scorsese;TP
438631;Dune;Martin Scorsese;2021;SoDirecte|Etalonatge|MuntatgeFinal|Interpretació;https://api.themoviedb.org/3/movie//b9XU4GSwRTfBj4PoLa24lh1FQ6z.jpg/images?language=ca-ES;4K;25;6300;Martin Scorsese;TP
798645;The Running Man;Christopher Nolan;2025;;https://api.themoviedb.org/3/movie//dKL78O9zxczVgjtNcQ9UkbYLzqX.jpg/images?language=ca-ES;720p;24;8100;Christopher Nolan;TP
335984;Blade Runner 2049;Steven Spielberg;2017;SoDirecte;https://api.themoviedb.org/3/movie//1Ut490FVO26RERbgGttre0nlKim.jpg/images?language=ca-ES;8K;25;5400;Steven Spielberg;TP
1539104;劇場版 呪術廻戦「渋谷事変 特別編集版」×「死滅回游 先行上映」;Christopher Nolan;2025;MuntatgeFinal|SoDirecte|Etalonatge|NarrativaVisual;https://api.themoviedb.org/3/movie//qg4Qfsr0wWLTkRSIjI04NQzxB3w.jpg/images?language=ca-ES;1080p;25;8100;Christopher Nolan;TP
