Id;Titol;Autor;AnyCreacio;Etiquetes;RutaFitxer;Genere;BitrateKbps;EsStereo;DuradaSegons
322497;Explosion 13c;LiamG_SFX;2023;EnvolventADSR|FoleyArt;https://cdn.freesound.org/previews/322/322497_5514134-hq.mp3;Urbà;Kbps64;True;1,19819
446625;explosion.wav;IdkMrGarcia;2024;EnvolventADSR|Postprocessament|PaisatgeSonor|SoDielgetic|FoleyArt|TexturaSonora;https://cdn.freesound.org/previews/446/446625_984019-hq.mp3;Electrònic;Kbps192;True;2,73225
35463;Explosion 6.wav;jobro;2018;EnvolventADSR|MonoStereoAmbisonic|CaptacioDeCamp;https://cdn.freesound.org/previews/35/35463_35187-hq.mp3;Urbà;Kbps128;True;2,12129
482993;large explosion 1;V-ktor;2021;TexturaSonora|Postprocessament|PaisatgeSonor;https://cdn.freesound.org/previews/482/482993_8836484-hq.mp3;Natura;Kbps96;False;3,86853
434430;explosion05.wav;V-ktor;2023;TexturaSonora|FontSonora|EnvolventADSR|SoDielgetic|FoleyArt|AillamentAcustic;https://cdn.freesound.org/previews/434/434430_8836484-hq.mp3;Mecànic;Kbps192;False;3,02762
587444;Explosion / Gun - 2;SamsterBirdies;2019;TexturaSonora|SoDielgetic;https://cdn.freesound.org/previews/587/587444_5487341-hq.mp3;Urbà;Kbps64;True;5,98798
322505;Explosion 6;LiamG_SFX;2020;LlenguatgeSonor|FoleyArt|AillamentAcustic;https://cdn.freesound.org/previews/322/322505_5514134-hq.mp3;Electrònic;Kbps64;False;5,378
35460;Explosion 3.wav;jobro;2024;FoleyArt|MonoStereoAmbisonic|FrequenciaDeMostratge|CaptacioDeCamp|Postprocessament|LlenguatgeSonor;https://cdn.freesound.org/previews/35/35460_35187-hq.mp3;Ambiental;Kbps128;True;3
369524;Long Decay Explosion (1).wav;JohanDeecke;2020;EnvolventADSR|CaptacioDeCamp;https://cdn.freesound.org/previews/369/369524_6758928-hq.mp3;Urbà;Kbps128;True;2,26185
93835;Huge Explosion1.flac;CGEffex;2023;MonoStereoAmbisonic|TexturaSonora|SoDielgetic;https://cdn.freesound.org/previews/93/93835_1386366-hq.mp3;Foley;Kbps360;True;9,67399
434426;explosion01.wav;V-ktor;2024;Postprocessament|FontSonora|FoleyArt|LlenguatgeSonor|TexturaSonora|MonoStereoAmbisonic;https://cdn.freesound.org/previews/434/434426_8836484-hq.mp3;Mecànic;Kbps64;False;2,56066
434427;explosion08.wav;V-ktor;2022;TexturaSonora|PaisatgeSonor;https://cdn.freesound.org/previews/434/434427_8836484-hq.mp3;Electrònic;Kbps192;False;2,33896
621002;Cannon explosion sound 3;SamsterBirdies;2024;SoDielgetic|FrequenciaDeMostratge|LlenguatgeSonor|AillamentAcustic|CaptacioDeCamp|FontSonora;https://cdn.freesound.org/previews/621/621002_5487341-hq.mp3;Natura;Kbps192;True;3,0940599
35462;Explosion 5.wav;jobro;2020;LlenguatgeSonor|CaptacioDeCamp|Postprocessament|FoleyArt|AillamentAcustic|FontSonora;https://cdn.freesound.org/previews/35/35462_35187-hq.mp3;Ambiental;Kbps192;True;3
165911;Explosion 1.wav;Deganoth;2018;FrequenciaDeMostratge|MonoStereoAmbisonic|CaptacioDeCamp|LlenguatgeSonor|FoleyArt;https://cdn.freesound.org/previews/165/165911_1445941-hq.mp3;Foley;Kbps360;True;7,59907
434424;explosion03.wav;V-ktor;2021;FoleyArt|FrequenciaDeMostratge|EnvolventADSR|AillamentAcustic|SoDielgetic;https://cdn.freesound.org/previews/434/434424_8836484-hq.mp3;Mecànic;Kbps360;False;2,39651
322501;Explosion 14c;LiamG_SFX;2022;TexturaSonora|FrequenciaDeMostratge;https://cdn.freesound.org/previews/322/322501_5514134-hq.mp3;Urbà;Kbps192;True;2,25215
165910;Explosion 2.wav;Deganoth;2020;EnvolventADSR|FontSonora;https://cdn.freesound.org/previews/165/165910_1445941-hq.mp3;Natura;Kbps96;True;7,82694
563010;Explosion.mp3;florianreichelt;2018;FrequenciaDeMostratge|EnvolventADSR;https://cdn.freesound.org/previews/563/563010_6253486-hq.mp3;Electrònic;Kbps128;True;4,95698
317756;SFX_Explosion_09.wav;jalastram;2019;MonoStereoAmbisonic|Postprocessament|FrequenciaDeMostratge;https://cdn.freesound.org/previews/317/317756_3905081-hq.mp3;Ambiental;Kbps96;False;2,9530599
716972;EXPLDsgn_Engine Ignition Burst.Engine Start.Nitro.Flare.Blast.Explosion 1-3_EM;newlocknew;2022;;https://cdn.freesound.org/previews/716/716972_5828667-hq.mp3;Ambiental;Kbps64;True;7,78652
482992;large explosion 2;V-ktor;2023;MonoStereoAmbisonic|AillamentAcustic|EnvolventADSR|PaisatgeSonor|FontSonora|Postprocessament;https://cdn.freesound.org/previews/482/482992_8836484-hq.mp3;Foley;Kbps192;False;3,86853
347310;FUN-EXPLOSION03.wav;newagesoup;2019;PaisatgeSonor;https://cdn.freesound.org/previews/347/347310_4067257-hq.mp3;Urbà;Kbps96;True;3,75
609588;Firecracker Explosion;unfa;2021;PaisatgeSonor|AillamentAcustic|FoleyArt|CaptacioDeCamp|FontSonora|TexturaSonora;https://cdn.freesound.org/previews/609/609588_1038806-hq.mp3;Mecànic;Kbps128;True;2,26498
268557;Explosion_001.mp3;cydon;2020;FrequenciaDeMostratge|FoleyArt|LlenguatgeSonor|FontSonora;https://cdn.freesound.org/previews/268/268557_1148376-hq.mp3;Foley;Kbps128;True;5,6308299
317755;SFX_Explosion_10.wav;jalastram;2021;CaptacioDeCamp|EnvolventADSR|FontSonora|FrequenciaDeMostratge|SoDielgetic|FoleyArt;https://cdn.freesound.org/previews/317/317755_3905081-hq.mp3;Urbà;Kbps192;False;2,79683
322489;Explosion 7c;LiamG_SFX;2019;LlenguatgeSonor;https://cdn.freesound.org/previews/322/322489_5514134-hq.mp3;Natura;Kbps64;True;1,05034
784205;Cartoon Explosion (designed on cassette tape lol);modusmogulus;2020;FontSonora;https://cdn.freesound.org/previews/784/784205_15956618-hq.mp3;Urbà;Kbps128;True;3,69712
336004;Sharp Explosion 3 (of 5);Rudmer_Rotteveel;2020;MonoStereoAmbisonic|EnvolventADSR|FrequenciaDeMostratge|AillamentAcustic|FoleyArt;https://cdn.freesound.org/previews/336/336004_4921277-hq.mp3;Urbà;Kbps128;True;0,960068
322500;Explosion 14b;LiamG_SFX;2024;SoDielgetic|CaptacioDeCamp|EnvolventADSR|TexturaSonora|MonoStereoAmbisonic|LlenguatgeSonor;https://cdn.freesound.org/previews/322/322500_5514134-hq.mp3;Ambiental;Kbps64;True;3,42338
347317;FUN-EXPLOSION04.wav;newagesoup;2018;LlenguatgeSonor|CaptacioDeCamp|PaisatgeSonor|TexturaSonora|FontSonora|SoDielgetic;https://cdn.freesound.org/previews/347/347317_4067257-hq.mp3;Mecànic;Kbps192;True;4
165909;Explosion 3.wav;Deganoth;2022;Postprocessament|PaisatgeSonor|TexturaSonora|MonoStereoAmbisonic|FoleyArt;https://cdn.freesound.org/previews/165/165909_1445941-hq.mp3;Foley;Kbps192;True;6,768
268554;Explosion_004.mp3;cydon;2023;;https://cdn.freesound.org/previews/268/268554_1148376-hq.mp3;Foley;Kbps128;True;5,6781499
110115;Small Explosion.wav;ryansnook;2020;AillamentAcustic|MonoStereoAmbisonic|LlenguatgeSonor|FontSonora;https://cdn.freesound.org/previews/110/110115_430094-hq.mp3;Electrònic;Kbps64;True;1,17651
268555;Explosion_003.mp3;cydon;2024;LlenguatgeSonor|PaisatgeSonor|MonoStereoAmbisonic|Postprocessament;https://cdn.freesound.org/previews/268/268555_1148376-hq.mp3;Foley;Kbps96;True;4,33052
322507;Explosion 5;LiamG_SFX;2023;FontSonora|MonoStereoAmbisonic|FoleyArt;https://cdn.freesound.org/previews/322/322507_5514134-hq.mp3;Electrònic;Kbps96;True;2,50306
191694;Explosion 4;deleted_user_3544904;2020;FontSonora|FrequenciaDeMostratge|EnvolventADSR;https://cdn.freesound.org/previews/191/191694_3544904-hq.mp3;Urbà;Kbps360;True;6,5
110113;Medium Explosion.wav;ryansnook;2024;CaptacioDeCamp|PaisatgeSonor|Postprocessament;https://cdn.freesound.org/previews/110/110113_430094-hq.mp3;Electrònic;Kbps360;True;4,92147
750822;custom_short_explosion_impact_sound;Artninja;2019;LlenguatgeSonor;https://cdn.freesound.org/previews/750/750822_10996917-hq.mp3;Foley;Kbps64;True;4,65481
809191;Cellotape Percussion One Shot2;Soundsman23234;2024;FontSonora|MonoStereoAmbisonic|SoDielgetic|EnvolventADSR;https://cdn.freesound.org/previews/809/809191_9062490-hq.mp3;Electrònic;Kbps192;True;0,669184
809192;Cellotape Percussion One Shot20;Soundsman23234;2019;;https://cdn.freesound.org/previews/809/809192_9062490-hq.mp3;Ambiental;Kbps360;True;0,579977
809189;Cellotape Percussion One Shot18;Soundsman23234;2021;Postprocessament|PaisatgeSonor|TexturaSonora;https://cdn.freesound.org/previews/809/809189_9062490-hq.mp3;Urbà;Kbps128;True;0,62458
809188;Cellotape Percussion One Shot17;Soundsman23234;2021;;https://cdn.freesound.org/previews/809/809188_9062490-hq.mp3;Foley;Kbps64;True;0,446122
809187;Cellotape Percussion One Shot16;Soundsman23234;2018;FontSonora|LlenguatgeSonor|PaisatgeSonor;https://cdn.freesound.org/previews/809/809187_9062490-hq.mp3;Urbà;Kbps96;True;0,579977
809185;Cellotape Percussion One Shot14;Soundsman23234;2023;MonoStereoAmbisonic|TexturaSonora|FrequenciaDeMostratge;https://cdn.freesound.org/previews/809/809185_9062490-hq.mp3;Urbà;Kbps360;True;0,490748
809184;Cellotape Percussion One Shot13;Soundsman23234;2018;LlenguatgeSonor|Postprocessament|FrequenciaDeMostratge|SoDielgetic|EnvolventADSR|FoleyArt;https://cdn.freesound.org/previews/809/809184_9062490-hq.mp3;Ambiental;Kbps96;True;0,579977
809183;Cellotape Percussion One Shot12;Soundsman23234;2020;FontSonora|CaptacioDeCamp;https://cdn.freesound.org/previews/809/809183_9062490-hq.mp3;Urbà;Kbps192;True;0,535351
809186;Cellotape Percussion One Shot15;Soundsman23234;2020;CaptacioDeCamp|TexturaSonora|SoDielgetic|EnvolventADSR|FontSonora|LlenguatgeSonor;https://cdn.freesound.org/previews/809/809186_9062490-hq.mp3;Ambiental;Kbps128;True;0,535374
809182;Cellotape Percussion One Shot11;Soundsman23234;2022;MonoStereoAmbisonic|TexturaSonora|AillamentAcustic|SoDielgetic|EnvolventADSR|FontSonora;https://cdn.freesound.org/previews/809/809182_9062490-hq.mp3;Ambiental;Kbps64;True;0,446145
809181;Cellotape Percussion One Shot10;Soundsman23234;2024;PaisatgeSonor|AillamentAcustic;https://cdn.freesound.org/previews/809/809181_9062490-hq.mp3;Natura;Kbps128;True;0,401519
809180;Cellotape Percussion One Shot;Soundsman23234;2019;AillamentAcustic|PaisatgeSonor|LlenguatgeSonor|MonoStereoAmbisonic|CaptacioDeCamp;https://cdn.freesound.org/previews/809/809180_9062490-hq.mp3;Foley;Kbps360;True;0,669206
809195;Cellotape Percussion One Shot23;Soundsman23234;2023;SoDielgetic|EnvolventADSR|PaisatgeSonor|TexturaSonora;https://cdn.freesound.org/previews/809/809195_9062490-hq.mp3;Electrònic;Kbps96;True;0,535351
641149;Vocal one shot delayed - Yes y'all;Duisterwho;2019;SoDielgetic;https://cdn.freesound.org/previews/641/641149_13590673-hq.mp3;Foley;Kbps360;True;7,11698
809199;Cellotape Percussion One Shot4;Soundsman23234;2021;EnvolventADSR|TexturaSonora|MonoStereoAmbisonic|LlenguatgeSonor|FrequenciaDeMostratge;https://cdn.freesound.org/previews/809/809199_9062490-hq.mp3;Foley;Kbps192;True;0,669206
641148;Vocal one shot - Yes y'all;Duisterwho;2021;FrequenciaDeMostratge|MonoStereoAmbisonic|EnvolventADSR|PaisatgeSonor;https://cdn.freesound.org/previews/641/641148_13590673-hq.mp3;Natura;Kbps96;True;0,756979
76091;22 rifle multiple shots.wav;Tito Lahaye;2021;FoleyArt|EnvolventADSR|PaisatgeSonor|CaptacioDeCamp;https://cdn.freesound.org/previews/76/76091_453534-hq.mp3;Urbà;Kbps128;True;5,46605
325665;Sammy's Best - Single Shot 2;sloppyjoe24;2020;AillamentAcustic|SoDielgetic;https://cdn.freesound.org/previews/325/325665_2742545-hq.mp3;Electrònic;Kbps192;True;6,42133
76089;22 rifle 1 shot.wav;Tito Lahaye;2018;TexturaSonora|SoDielgetic|LlenguatgeSonor;https://cdn.freesound.org/previews/76/76089_453534-hq.mp3;Urbà;Kbps96;True;1,01336
325666;Sammy's Best - Single Shot 1;sloppyjoe24;2018;LlenguatgeSonor|CaptacioDeCamp|AillamentAcustic|PaisatgeSonor|FontSonora|TexturaSonora;https://cdn.freesound.org/previews/325/325666_2742545-hq.mp3;Mecànic;Kbps96;True;7,328
325667;Sammy's Best - Single Shot 6;sloppyjoe24;2023;TexturaSonora|FontSonora;https://cdn.freesound.org/previews/325/325667_2742545-hq.mp3;Electrònic;Kbps360;True;5,632
76094;45-2 shots distant.wav;Tito Lahaye;2022;MonoStereoAmbisonic;https://cdn.freesound.org/previews/76/76094_453534-hq.mp3;Ambiental;Kbps96;True;3,80132
76090;22 rifle 2 shots.wav;Tito Lahaye;2023;;https://cdn.freesound.org/previews/76/76090_453534-hq.mp3;Natura;Kbps128;True;2,47329
809196;Cellotape Percussion One Shot24;Soundsman23234;2020;AillamentAcustic;https://cdn.freesound.org/previews/809/809196_9062490-hq.mp3;Mecànic;Kbps360;True;0,401519
809197;Cellotape Percussion One Shot25;Soundsman23234;2018;SoDielgetic|PaisatgeSonor|EnvolventADSR|AillamentAcustic|Postprocessament;https://cdn.freesound.org/previews/809/809197_9062490-hq.mp3;Electrònic;Kbps128;True;0,401519
325664;Sammy's Best - Single Shot 3;sloppyjoe24;2022;AillamentAcustic|Postprocessament|MonoStereoAmbisonic|FrequenciaDeMostratge|PaisatgeSonor;https://cdn.freesound.org/previews/325/325664_2742545-hq.mp3;Mecànic;Kbps64;True;7,264
219456;Steampunk Crossbow Shot 2;qubodup;2024;;https://cdn.freesound.org/previews/219/219456_71257-hq.mp3;Urbà;Kbps360;True;1,25
325668;Sammy's Best - Single Shot 5;sloppyjoe24;2020;FrequenciaDeMostratge|PaisatgeSonor|Postprocessament|LlenguatgeSonor|AillamentAcustic|SoDielgetic;https://cdn.freesound.org/previews/325/325668_2742545-hq.mp3;Mecànic;Kbps128;True;8,05333
809194;Cellotape Percussion One Shot22;Soundsman23234;2018;FontSonora;https://cdn.freesound.org/previews/809/809194_9062490-hq.mp3;Mecànic;Kbps128;True;0,446122
348163;laser one-shot #2.wav;djfroyd;2020;CaptacioDeCamp|Postprocessament|FoleyArt|PaisatgeSonor|FrequenciaDeMostratge|TexturaSonora;https://cdn.freesound.org/previews/348/348163_4766646-hq.mp3;Natura;Kbps64;False;1,87501
35799;glock_one_shot.wav;kante;2023;;https://cdn.freesound.org/previews/35/35799_349871-hq.mp3;Mecànic;Kbps192;True;1,52351
219457;Steampunk Crossbow Shot 1;qubodup;2022;SoDielgetic|FrequenciaDeMostratge|MonoStereoAmbisonic|AillamentAcustic;https://cdn.freesound.org/previews/219/219457_71257-hq.mp3;Natura;Kbps128;True;1,25
348164;laser one-shot #1.wav;djfroyd;2024;SoDielgetic|MonoStereoAmbisonic;https://cdn.freesound.org/previews/348/348164_4766646-hq.mp3;Foley;Kbps192;False;1,87501
219455;Steampunk Crossbow Shot 3;qubodup;2020;CaptacioDeCamp|EnvolventADSR|Postprocessament|TexturaSonora;https://cdn.freesound.org/previews/219/219455_71257-hq.mp3;Natura;Kbps96;True;1,25
