Id;Titol;Autor;AnyCreacio;Etiquetes;RutaFitxer;Genere;BitrateKbps;EsStereo;DuradaSegons;Album;NumeroPista
1819777787;Me Mareo;Kidd Voodoo & JC Reyes;2025;InterpretacioVocal|MusicaEnCatala|LletraIPoesia|RitmeICompas|ProduccioMusical|MasteritzacioDigital;https://music.apple.com/es/album/me-mareo/1819777781?i=1819777787;Música;Kbps64;True;240;Live Concert;10
1862587826;Por un Pendejo no se llora (Salud mi Reina);Manuel Turizo;2026;LletraIPoesia;https://music.apple.com/es/album/por-un-pendejo-no-se-llora-salud-mi-reina/1862587821?i=1862587826;Música;Kbps64;True;300;Live Concert;2
1780922407;Mi Refe;Beéle & Ovy On the Drums;2024;MasteritzacioDigital;https://music.apple.com/es/album/mi-refe/1780922406?i=1780922407;Música;Kbps64;True;240;Live Concert;6
1866732800;I Just Might;Bruno Mars;2026;MesclaIHarmonitzacio|MasteritzacioDigital|ComposicioOriginal|Arranjaments|MusicaEnCatala|ProduccioMusical;https://music.apple.com/es/album/i-just-might/1866732792?i=1866732800;Pop;Kbps192;True;270;Best Of;6
1762656732;Die With A Smile;Lady Gaga & Bruno Mars;2024;MasteritzacioDigital|InterpretacioVocal;https://music.apple.com/es/album/die-with-a-smile/1762656724?i=1762656732;Pop;Kbps64;True;210;Singles Collection;4
1780125579;GRAN VÍA;Quevedo & Aitana;2024;MasteritzacioDigital|PaisatgeSonor|MusicaEnCatala|Sintetitzadors;https://music.apple.com/es/album/gran-v%C3%ADa/1780125571?i=1780125579;Música latina;Kbps64;True;300;Greatest Hits;7
1787023008;EL CLúB;Bad Bunny;2024;MusicaEnCatala;https://music.apple.com/es/album/el-cl%C3%BAb/1787022393?i=1787023008;Música latina;Kbps64;True;240;Live Concert;9
1870716613;Como en el Idilio;Marc Anthony & Nathy Peluso;2026;Sintetitzadors|MusicaEnCatala|LletraIPoesia;https://music.apple.com/es/album/como-en-el-idilio/1870716612?i=1870716613;Música;Kbps192;True;300;Singles Collection;7
1815608896;SOLEAO;Myke Towers & Quevedo;2025;Sintetitzadors;https://music.apple.com/es/album/soleao/1815608894?i=1815608896;Música latina;Kbps96;True;240;Greatest Hits;3
1670246089;AMARGURA;KAROL G;2023;InterpretacioVocal|ProduccioMusical|ComposicioOriginal|PaisatgeSonor;https://music.apple.com/es/album/amargura/1670245862?i=1670246089;Música;Kbps128;True;240;Studio Album;8
1775463293;Khé?;Rauw Alejandro & Romeo Santos;2024;RitmeICompas|MasteritzacioDigital|ProduccioMusical|MesclaIHarmonitzacio|GravacioEnEstudi;https://music.apple.com/es/album/kh%C3%A9/1775462846?i=1775463293;Música;Kbps192;True;240;Best Of;4
1500776935;Safaera;Bad Bunny, Jowell Y Randy & Ñengo Flow;2020;RitmeICompas|PaisatgeSonor|ProduccioMusical;https://music.apple.com/es/album/safaera/1500776322?i=1500776935;Música;Kbps192;True;270;Greatest Hits;7
1848167528;Berghain;ROSALÍA, Björk & Yves Tumor;2025;MusicaEnCatala|InterpretacioVocal|MesclaIHarmonitzacio|ProduccioMusical|GravacioEnEstudi;https://music.apple.com/es/album/berghain/1848167516?i=1848167528;Música;Kbps64;True;270;Greatest Hits;12
1719170507;LUNA;Feid & ATL Jacob;2023;GravacioEnEstudi|MusicaEnCatala|LletraIPoesia|Sintetitzadors|PaisatgeSonor;https://music.apple.com/es/album/luna/1719169996?i=1719170507;Música;Kbps96;True;210;Singles Collection;12
1834983632;YOGURCITO REMIX (feat. ROA, Yan Block);Blessd, Anuel AA, Kris R. & Luar La L;2024;MusicaEnCatala|LletraIPoesia|Sintetitzadors|MasteritzacioDigital|MesclaIHarmonitzacio|ProduccioMusical;https://music.apple.com/es/album/yogurcito-remix-feat-roa-yan-block/1834983421?i=1834983632;Música latina;Kbps96;True;210;Singles Collection;7
1847992612;Raindance;Dave & Tems;2025;;https://music.apple.com/es/album/raindance/1847992481?i=1847992612;Hip-hop/Rap;Kbps96;True;270;Best Of;11
1852457920;CHUOS;Juseph & Quevedo;2025;GravacioEnEstudi|MasteritzacioDigital|RitmeICompas|ProduccioMusical|Sintetitzadors|InterpretacioVocal;https://music.apple.com/es/album/chuos/1852457915?i=1852457920;Música;Kbps192;True;270;Singles Collection;10
1760194559;Q U E V A S H A C E R H O Y ?;Omar Courtz & De La Rose;2024;MasteritzacioDigital|InterpretacioVocal;https://music.apple.com/es/album/q-u-e-v-a-s-h-a-c-e-r-h-o-y/1760193416?i=1760194559;Música;Kbps96;True;210;Live Concert;10
1717187395;LA FALDA;Myke Towers;2023;MusicaEnCatala|GravacioEnEstudi|PaisatgeSonor|ComposicioOriginal|InterpretacioVocal|Sintetitzadors;https://music.apple.com/es/album/la-falda/1717187322?i=1717187395;Música latina;Kbps192;True;210;Live Concert;3
1695210251;La Morocha;Luck Ra & BM;2023;GravacioEnEstudi|Arranjaments|MusicaEnCatala|LletraIPoesia|PaisatgeSonor|RitmeICompas;https://music.apple.com/es/album/la-morocha/1695210241?i=1695210251;Música;Kbps64;True;270;Singles Collection;10
1833328845;Opalite;Taylor Swift;2025;Sintetitzadors|MusicaEnCatala|MasteritzacioDigital|RitmeICompas|MesclaIHarmonitzacio;https://music.apple.com/es/album/opalite/1833328839?i=1833328845;Pop;Kbps128;True;180;Singles Collection;1
1500776331;Yo Perreo Sola;Bad Bunny;2020;MesclaIHarmonitzacio|Sintetitzadors|LletraIPoesia|GravacioEnEstudi;https://music.apple.com/es/album/yo-perreo-sola/1500776322?i=1500776331;Música;Kbps96;True;180;Best Of;6
1818103445;Manchild;Sabrina Carpenter;2025;ProduccioMusical|MesclaIHarmonitzacio|MusicaEnCatala;https://music.apple.com/es/album/manchild/1818103444?i=1818103445;Pop;Kbps96;True;210;Best Of;10
1787023283;KETU TeCRÉ;Bad Bunny;2025;MusicaEnCatala|PaisatgeSonor|InterpretacioVocal|MasteritzacioDigital;https://music.apple.com/es/album/ketu-tecr%C3%A9/1787022393?i=1787023283;Música latina;Kbps96;True;270;Greatest Hits;6
1624563284;La Bachata;Manuel Turizo;2022;ComposicioOriginal;https://music.apple.com/es/album/la-bachata/1624563280?i=1624563284;Música;Kbps128;True;210;Greatest Hits;6
1567154924;Todo De Ti;Rauw Alejandro;2021;;https://music.apple.com/es/album/todo-de-ti/1567154675?i=1567154924;Música;Kbps192;True;240;Studio Album;2
1787023670;TURiSTA;Bad Bunny;2025;Arranjaments|RitmeICompas|InterpretacioVocal|MasteritzacioDigital|PaisatgeSonor|MusicaEnCatala;https://music.apple.com/es/album/turista/1787022393?i=1787023670;Música latina;Kbps360;True;210;Studio Album;12
1646180883;Hey Mor (feat. Feid);Ozuna;2022;InterpretacioVocal|PaisatgeSonor|Sintetitzadors;https://music.apple.com/es/album/hey-mor-feat-feid/1646180867?i=1646180883;Música;Kbps360;True;270;Studio Album;12
1445474682;Amanece;Anuel AA & Haze;2018;MesclaIHarmonitzacio|ComposicioOriginal;https://music.apple.com/es/album/amanece/1445474496?i=1445474682;Música;Kbps192;True;210;Live Concert;7
1800519698;Still Luvin;Delaossa, Quevedo & Bigla The kid;2025;InterpretacioVocal|MusicaEnCatala;https://music.apple.com/es/album/still-luvin/1800519691?i=1800519698;Pop;Kbps128;True;240;Live Concert;12
1676736128;Coco Chanel;Eladio Carrión & Bad Bunny;2023;;https://music.apple.com/es/album/coco-chanel/1676736111?i=1676736128;Música latina;Kbps192;True;300;Studio Album;3
1828241226;Buenos Términos;Rauw Alejandro;2025;GravacioEnEstudi|MesclaIHarmonitzacio;https://music.apple.com/es/album/buenos-t%C3%A9rminos/1828241224?i=1828241226;Música;Kbps128;True;300;Singles Collection;10
1854173782;Bad Voy;GRECAS;2025;ProduccioMusical|MusicaEnCatala|LletraIPoesia;https://music.apple.com/es/album/bad-voy/1854173544?i=1854173782;Música;Kbps192;True;240;Best Of;6
1871539213;Dios los Bendiga (feat. Tito El Bambino);SAIKO;2026;Sintetitzadors|GravacioEnEstudi|MasteritzacioDigital|RitmeICompas|MesclaIHarmonitzacio|ComposicioOriginal;https://music.apple.com/es/album/dios-los-bendiga-feat-tito-el-bambino/1871539200?i=1871539213;Música;Kbps360;True;180;Live Concert;4
1699662671;QLONA;KAROL G & Peso Pluma;2023;;https://music.apple.com/es/album/qlona/1699662660?i=1699662671;Música latina;Kbps64;True;210;Live Concert;1
1495895113;Relación Rota;Myke Towers;2020;MesclaIHarmonitzacio|InterpretacioVocal|MasteritzacioDigital|ComposicioOriginal|Sintetitzadors|MusicaEnCatala;https://music.apple.com/es/album/relaci%C3%B3n-rota/1495894612?i=1495895113;Música;Kbps360;True;270;Greatest Hits;5
1854173642;Qué culpa tiene el lunes de no ser un sábado;GRECAS;2025;MasteritzacioDigital|MesclaIHarmonitzacio|InterpretacioVocal|RitmeICompas|ProduccioMusical;https://music.apple.com/es/album/qu%C3%A9-culpa-tiene-el-lunes-de-no-ser-un-s%C3%A1bado/1854173544?i=1854173642;Música;Kbps96;True;210;Live Concert;8
1817609509;Man I Need;Olivia Dean;2025;GravacioEnEstudi|MesclaIHarmonitzacio|ProduccioMusical;https://music.apple.com/es/album/man-i-need/1817609404?i=1817609509;Pop;Kbps192;True;300;Live Concert;2
1710983272;NO ME QUIERO CASAR;Bad Bunny;2023;GravacioEnEstudi|Sintetitzadors|ProduccioMusical;https://music.apple.com/es/album/no-me-quiero-casar/1710982865?i=1710983272;Música latina;Kbps192;True;300;Live Concert;10
1687809996;WHERE SHE GOES;Bad Bunny;2023;LletraIPoesia|ComposicioOriginal|PaisatgeSonor|InterpretacioVocal|MusicaEnCatala|GravacioEnEstudi;https://music.apple.com/es/album/where-she-goes/1687809993?i=1687809996;Música latina;Kbps64;True;270;Singles Collection;10
1793663645;Ordinary;Alex Warren;2024;MusicaEnCatala|LletraIPoesia|InterpretacioVocal|MasteritzacioDigital;https://music.apple.com/es/album/ordinary/1793663382?i=1793663645;Pop;Kbps360;True;180;Best Of;3
